key	scientificName	decimalLatitude	decimalLongitude	issues	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	coordinateUncertaintyInMeters	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	country	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	collectionCode	gbifID	verbatimLocality	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	occurrenceRemarks	lifeStage	identificationRemarks	name	individualCount	dynamicProperties	associatedReferences	county	municipality	locality	locationID	fieldNotes	behavior	footprintWKT	projectId	organismQuantity	organismQuantityType	organismName	verbatimCoordinateSystem	vernacularName	language	bibliographicCitation	infraspecificEpithet	informationWithheld	programmeAcronym	continent	institutionID	collectionID	nomenclaturalCode	verbatimElevation	higherClassification	associatedTaxa	habitat	institutionKey	taxonConceptID	samplingProtocol	samplingEffort	georeferenceRemarks	eventRemarks	locationAccordingTo	locationRemarks	ownerInstitutionCode
3428880364	Corvus corone Linnaeus, 1758	59.307549	4.883359	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:37.902+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	9409796	1	44	212	729	5235	2482468	9409796	9409796	Corvus corone Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corone	Corvus	corone	SPECIES	ACCEPTED	LC	NA	300	Rogaland	2022	1	1	2022-01-01T00:00:00	2022-01-01T19:28:44.000+00:00	2022-10-21T09:35:37.902+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Øystein Nilsen|Atle Grimsby	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:3e100831-cfd0-4500-a5eb-b14148754a79	NA	NA	so2-birds	3428880364	NA	urn:uuid:3e100831-cfd0-4500-a5eb-b14148754a79	NA	28274845	nof	NA	NA	NA	NA	NA	NA	Corvus corone Linnaeus, 1758	2	NA	https://www.artsobservasjoner.no/Sighting/28274845	Rogaland	Utsira	Utsira, Utsira, Ro	350831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428886340	Corvus corone Linnaeus, 1758	59.770855	5.125724	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:34:57.266+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	9409796	1	44	212	729	5235	2482468	9409796	9409796	Corvus corone Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corone	Corvus	corone	SPECIES	ACCEPTED	LC	NA	200	Vestland	2022	1	2	2022-01-02T00:00:00	2022-01-02T19:07:31.000+00:00	2022-10-21T09:34:57.266+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Karsten Katla	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:35025686-ba8f-424c-a26e-897d12325b1b	NA	NA	so2-birds	3428886340	NA	urn:uuid:35025686-ba8f-424c-a26e-897d12325b1b	NA	28292897	nof	NA	NA	NA	NA	NA	NA	Corvus corone Linnaeus, 1758	1	{""Activity"":""Forage""}	https://www.artsobservasjoner.no/Sighting/28292897	Vestland	Bømlo	Nordtun, Melingskrinsen, Bømlo, Ve	350279	Activity: Forage. Validationstatus: Report For Rrk Pending	feeding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428889311	Corvus corone Linnaeus, 1758	58.545604	5.678592	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:31.102+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	9409796	1	44	212	729	5235	2482468	9409796	9409796	Corvus corone Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corone	Corvus	corone	SPECIES	ACCEPTED	LC	NA	200	Rogaland	2022	1	2	2022-01-02T00:00:00	2022-01-03T11:06:31.000+00:00	2022-10-21T09:35:31.102+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Odd Einar Svendsen|Jan Kenneth Nilsen	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:09d3b0f5-dc0f-4db8-b750-687aab960327	NA	NA	so2-birds	3428889311	NA	urn:uuid:09d3b0f5-dc0f-4db8-b750-687aab960327	NA	28296012	nof	NA	NA	NA	NA	NA	NA	Corvus corone Linnaeus, 1758	1	{""Activity"":""Forage""}	https://www.artsobservasjoner.no/Sighting/28296012	Rogaland	Hå	Kvassheim fyr, Hå, Ro	543617	Activity: Forage.	feeding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428577483	Corvus corax Linnaeus, 1758	55.918273	8.483428	cdround	963a6b96-4d22-4428-86e4-afee52cf4a8e	1a4e6112-b3af-402e-b29f-c2ade2167f72	f9c0c41b-6da4-4be4-b917-a6f7710f3dbc	DK	DWC_ARCHIVE	2022-10-26T00:13:19.472+00:00	2022-10-26T00:17:53.854+00:00	125	1a4e6112-b3af-402e-b29f-c2ade2167f72	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	35	NA	2022	1	6	2022-01-06T00:00:00	2022-01-07T19:20:49.460+00:00	2022-10-26T00:17:53.854+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Thomas Mosgaard	Thomas Mosgaard	WGS84	Aves	DK	Denmark	NA	c32604db-484d-4232-ad15-ae15016358c2	NA	NA	NA	3428577483	NA	https://arter.dk/observation/record-details/c32604db-484d-4232-ad15-ae15016358c2	MSTSNM:Arter:f65884eb-daaa-4d30-bf57-abc800d9ebbc	Arter_c32604db-484d-4232-ad15-ae15016358c2	MST-and-NHMD	22:33:08.000+01:00	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	NA	{""Substrate"":""""}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ravn	da	Species recordings from the Danish National portal Arter.dk (Project by The Danish Environmental Protection Agency and The Natural History Museum of Denmark)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428843439	Corvus corax Linnaeus, 1758	70.021442	23.361974	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:09.246+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	217	Troms og Finnmark	2022	1	6	2022-01-06T00:00:00	2022-01-06T14:44:53.000+00:00	2022-10-21T09:35:09.246+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Steinar Bidne	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:8b720d3e-d3e8-4fe4-ab3f-e6a75d22c992	NA	NA	so2-birds	3428843439	NA	urn:uuid:8b720d3e-d3e8-4fe4-ab3f-e6a75d22c992	NA	28316944	nof	10.67	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	2	{""Activity"":""FlyingBy""}	https://www.artsobservasjoner.no/Sighting/28316944	Troms og Finnmark	Alta	Russeluft, Rafsbotn, Alta, Tf	368104	Activity: FlyingBy.	moving	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428843529	Corvus corax Linnaeus, 1758	63.549164	10.020024	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:55.553+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	5	Trøndelag	2022	1	3	2022-01-03T00:00:00	2022-01-03T15:02:57.000+00:00	2022-10-21T09:35:55.553+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Elsa Bjørgan	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:f212f76c-a8cd-4a5c-b46b-e584ac3f71e9	NA	NA	so2-birds	3428843529	NA	urn:uuid:f212f76c-a8cd-4a5c-b46b-e584ac3f71e9	NA	28297514	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	1	NA	https://www.artsobservasjoner.no/Sighting/28297514	Trøndelag	Indre Fosen	Vatngården, Indre Fosen, Tø	343224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428844371	Corvus corax Linnaeus, 1758	58.96745	9.315395	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:32.366+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	653	Vestfold og Telemark	2022	1	4	2022-01-04T00:00:00	2022-01-04T16:38:29.000+00:00	2022-10-21T09:35:32.366+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Steinar Sannes	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:4d349c97-af21-4e9e-8b9d-4901d0ad8ec8	NA	NA	so2-birds	3428844371	NA	urn:uuid:4d349c97-af21-4e9e-8b9d-4901d0ad8ec8	NA	28304779	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	1	NA	https://www.artsobservasjoner.no/Sighting/28304779	Vestfold og Telemark	Kragerø	Dalsfoss, Kragerøvassdraget, Kragerø, Vt	353791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428844411	Corvus corax Linnaeus, 1758	58.502025	8.811512	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:42.031+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	300	Agder	2022	1	1	2022-01-01T00:00:00	2022-01-01T17:50:31.000+00:00	2022-10-21T09:35:42.031+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Glenn Svendsen|Marius Svendsen	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:8fc691c9-154f-41ed-a8e6-51ac3217726c	NA	NA	so2-birds	3428844411	NA	urn:uuid:8fc691c9-154f-41ed-a8e6-51ac3217726c	NA	28280410	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	2	{""Activity"":""FlyingBy""}	https://www.artsobservasjoner.no/Sighting/28280410	Agder	Arendal	Heftingdalen, Arendal, Ag	1314894	Activity: FlyingBy.	moving	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428844485	Corvus corax Linnaeus, 1758	63.592171	9.536317	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:52.422+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	300	Trøndelag	2022	1	1	2022-01-01T00:00:00	2022-01-01T15:11:27.000+00:00	2022-10-21T09:35:52.422+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Torstein Mostad	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:e4d6c514-be05-45ea-a567-3ef6775a43b7	NA	NA	so2-birds	3428844485	NA	urn:uuid:e4d6c514-be05-45ea-a567-3ef6775a43b7	NA	28274632	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	1	{""Activity"":""Forage""}	https://www.artsobservasjoner.no/Sighting/28274632	Trøndelag	Orkland	Slettvik, Orkland, Tø	351578	Activity: Forage.	feeding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428845370	Corvus corax Linnaeus, 1758	63.723703	9.723688	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:34:59.665+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	300	Trøndelag	2022	1	6	2022-01-06T00:00:00	2022-01-06T18:12:02.000+00:00	2022-10-21T09:34:59.665+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Ingar Sundet	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:4672b733-739f-46dd-9bbc-c8b112a9b1e3	NA	NA	so2-birds	3428845370	NA	urn:uuid:4672b733-739f-46dd-9bbc-c8b112a9b1e3	NA	28317971	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	2	{""Activity"":""FlyingBy""}	https://www.artsobservasjoner.no/Sighting/28317971	Trøndelag	Ørland	Rusasetvatnet, Ørland, Tø	349882	Activity: FlyingBy.	moving	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428846492	Corvus corax Linnaeus, 1758	60.628664	4.797399	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:20.168+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	94	Vestland	2022	1	2	2022-01-02T00:00:00	2022-01-02T15:58:46.000+00:00	2022-10-21T09:35:20.168+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Julian Bell	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:dea72ff2-5c14-4283-9fe1-6025a8c7ef6d	NA	NA	so2-birds	3428846492	NA	urn:uuid:dea72ff2-5c14-4283-9fe1-6025a8c7ef6d	NA	28289706	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	2	{""Activity"":""Forage""}	https://www.artsobservasjoner.no/Sighting/28289706	Vestland	Øygarden	Nautnesvågen, Nautnes, Øygarden, Ve	388367	Activity: Forage.	feeding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428846498	Corvus corax Linnaeus, 1758	59.307012	9.027125	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:48.533+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	697	Vestfold og Telemark	2022	1	4	2022-01-04T00:00:00	2022-01-04T16:40:09.000+00:00	2022-10-21T09:35:48.533+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Morten Rask Arnesen	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:e3155680-c80b-4dd7-a838-279d82a7d9bc	NA	NA	so2-birds	3428846498	NA	urn:uuid:e3155680-c80b-4dd7-a838-279d82a7d9bc	NA	28304765	nof	12.0	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	10	{""Activity"":""Forage""}	https://www.artsobservasjoner.no/Sighting/28304765	Vestfold og Telemark	Nome	Stormo miljøstasjon, Flåbygd, Nome, Vt	369651	Min.tall. Activity: Forage.	feeding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428847302	Corvus corax Linnaeus, 1758	58.502025	8.811512	cdround,gass84	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	NO	DWC_ARCHIVE	2022-10-21T08:36:15.868+00:00	2022-10-21T09:35:29.247+00:00	228	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	HUMAN_OBSERVATION	PRESENT	2482492	1	44	212	729	5235	2482468	2482492	2482492	Corvus corax Linnaeus, 1758	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus corax	Corvus	corax	SPECIES	ACCEPTED	LC	NA	300	Agder	2022	1	1	2022-01-01T00:00:00	2022-01-02T12:08:48.000+00:00	2022-10-21T09:35:29.247+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	Sven Inge Marcussen|Sondre Andre Esteban Løkenberg|Espen Birkeland	NA	WGS84	Aves	NO	Norway	NA	urn:uuid:00d3a93b-44d1-4476-a585-f6a377cd0363	NA	NA	so2-birds	3428847302	NA	urn:uuid:00d3a93b-44d1-4476-a585-f6a377cd0363	NA	28286872	nof	NA	NA	NA	NA	NA	NA	Corvus corax Linnaeus, 1758	10	{""Activity"":""FlyingBy""}	https://www.artsobservasjoner.no/Sighting/28286872	Agder	Arendal	Heftingdalen, Arendal, Ag	1314894	Activity: FlyingBy.	moving	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3447375648	Corvus macrorhynchos japonensis Bonaparte, 1850	35.911327	139.61467	cdround,gass84	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	bb646dff-a905-4403-a49b-6d378c2cf0d9	36cae45c-1983-48be-9cf9-0672c4a60612	DE	BIOCASE	2022-04-20T02:41:26.631+00:00	2022-09-08T23:11:52.446+00:00	222	bb646dff-a905-4403-a49b-6d378c2cf0d9	HUMAN_OBSERVATION	PRESENT	5844941	1	44	212	729	5235	2482468	2482487	5844941	Corvus macrorhynchos japonensis Bonaparte, 1850	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus macrorhynchos	Corvus	macrorhynchos	SUBSPECIES	ACCEPTED	NA	NA	250	NA	2022	1	5	2022-01-05T00:00:00	NA	2022-09-08T23:11:52.446+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	FALSE	NA	1739659602	NA	WGS84	Aves	JP	Japan	NA	NA	NA	NA	naturgucker	3447375648	NA	NA	NA	1045657304	naturgucker	NA	NA	NA	NA	NA	NA	Corvus macrorhynchos japonensis Bonaparte, 1850	NA	NA	NA	NA	NA	UTM50_54S_0350_3950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	japonensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3455637959	Corvus macrorhynchos Wagler, 1827	13.764717	100.525795	cdround	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	US	DWC_ARCHIVE	2022-10-27T11:38:39.064+00:00	2022-10-28T11:09:38.199+00:00	322	28eb1a3f-1c15-4a95-931a-4af90ecb574d	HUMAN_OBSERVATION	PRESENT	2482487	1	44	212	729	5235	2482468	2482487	2482487	Corvus macrorhynchos Wagler, 1827	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus macrorhynchos	Corvus	macrorhynchos	SPECIES	ACCEPTED	LC	2022-01-06T08:38:57	35	Bangkok Metropolis	2022	1	6	2022-01-06T14:11:37	2022-02-13T08:51:43.000+00:00	2022-10-28T11:09:38.199+00:00	https://www.inaturalist.org/observations/104453061	http://creativecommons.org/licenses/by-nc/4.0/legalcode	FALSE	iNaturalist research-grade observations	natchanonwasusantakul	natchanonwasusantakul	WGS84	Aves	TH	Thailand	natchanonwasusantakul	104453061	natchanonwasusantakul	Thu Jan 06 2022 14:11:37 GMT+0700 (GMT+7)	Observations	3455637959	Mahidol University - Phayathai Campus, Bangkok, Bangkok, TH	https://www.inaturalist.org/observations/104453061	8026	104453061	iNaturalist	14:11:37+07:00	wild	230010515	NA	NA	NA	Corvus macrorhynchos Wagler, 1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3455717800	Corvus macrorhynchos Wagler, 1827	38.264615	140.846943	cdround	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	US	DWC_ARCHIVE	2022-10-27T11:38:39.064+00:00	2022-10-28T11:05:49.952+00:00	322	28eb1a3f-1c15-4a95-931a-4af90ecb574d	HUMAN_OBSERVATION	PRESENT	2482487	1	44	212	729	5235	2482468	2482487	2482487	Corvus macrorhynchos Wagler, 1827	Animalia	Chordata	Passeriformes	Corvidae	Corvus	Corvus macrorhynchos	Corvus	macrorhynchos	SPECIES	ACCEPTED	LC	2022-01-14T09:51:52	8	Miyagi	2022	1	9	2022-01-09T14:56:00	2022-01-14T17:36:37.000+00:00	2022-10-28T11:05:49.952+00:00	https://www.inaturalist.org/observations/104909882	http://creativecommons.org/licenses/by-nc/4.0/legalcode	FALSE	iNaturalist research-grade observations	Timur Kalininsky	Timur Kalininsky	WGS84	Aves	JP	Japan	Timur Kalininsky	104909882	timur_kalininsky	2022/01/09 2:56 дня JST	Observations	3455717800	Район Аоба, Сендай, Мияги, Япония	https://www.inaturalist.org/observations/104909882	8026	104909882	iNaturalist	14:56:00+09:00	wild	231452324	NA	Adult	NA	Corvus macrorhynchos Wagler, 1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
